IDAluno,Turma,Plano,Faixa,Redações,Vídeos,Questões,DataMatriculada,Simulados,Tutor,Logins,Perfil,DataCancelamento,TempoMatricula,DataNascimento,AcessoAte
150040,Extensivo Medicina 2021,FULL,Faixa Branca Grau IV,1,209,435,01/12/2020 09:56:37,5,SEM TUTOR,109,Exclusivo,29/03/2022 15:00:00,483,24/05/2004 00:00:00,31/01/2022 00:00:00
150041,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,0,0,01/12/2020 10:03:13,0,SEM TUTOR,1,Exclusivo,07/01/2021 14:20:34,37,17/07/2005 00:00:00,26/12/2021 00:00:00
150042,Extensivo Medicina 2021,FULL,Faixa Azul Grau II,20,1931,5030,01/12/2020 10:05:36,3,SEM TUTOR,238,Exclusivo,20/01/2022 14:55:25,415,08/04/1996 00:00:00,31/01/2022 00:00:00
150043,Medicina 2020,MONTHLY,Faixa Branca Grau III,5,20,8,01/12/2020 11:57:46,0,COM TUTOR,22,Exclusivo,N/A,N/A,22/02/2022 00:00:00,22/02/2021 02:59:59
150052,Extensivo Medicina 2021,FULL,Faixa Verde Grau I,18,146,466,01/12/2020 20:20:37,6,COM TUTOR,172,Exclusivo,10/02/2022 12:27:54,436,15/08/1992 00:00:00,31/01/2022 00:00:00
150059,Extensivo ITA/IME 2021,FULL,Faixa Azul Grau II,10,1077,2260,02/12/2020 03:00:57,11,SEM TUTOR,279,Exclusivo,N/A,N/A,06/03/2002 00:00:00,26/12/2021 00:00:00
150061,Extensivo ITA/IME 2021,FULL,Faixa Preta Grau III,21,2633,8238,02/12/2020 06:21:35,16,SEM TUTOR,255,Exclusivo,N/A,N/A,22/08/2000 00:00:00,26/12/2021 00:00:00
150062,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau IV,1,561,852,02/12/2020 06:22:41,3,SEM TUTOR,67,Exclusivo,N/A,N/A,01/11/2003 00:00:00,26/12/2021 00:00:00
150063,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,37,1309,1845,02/12/2020 06:24:30,19,SEM TUTOR,179,Exclusivo,20/01/2022 14:55:25,414,18/04/2000 00:00:00,14/01/2022 02:59:59
150064,Extensivo Medicina 2021,FULL,Faixa Azul Grau II,4,327,706,02/12/2020 06:25:23,1,SEM TUTOR,68,Exclusivo,14/03/2022 15:00:00,467,28/10/1994 00:00:00,31/01/2022 00:00:00
150065,Extensivo Medicina 2021,FULL,Faixa Lilás Grau I,64,3023,11252,02/12/2020 06:25:46,9,SEM TUTOR,262,Exclusivo,09/02/2022 18:42:53,435,23/02/2004 00:00:00,31/01/2022 00:00:00
150068,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau IV,1,33,23,02/12/2020 12:23:50,0,SEM TUTOR,3,Exclusivo,21/12/2020 15:00:00,19,03/04/2004 00:00:00,26/12/2021 00:00:00
150077,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau I,2,147,353,02/12/2020 22:41:21,1,COM TUTOR,118,Exclusivo,20/01/2022 14:55:25,414,22/10/2002 00:00:00,25/01/2022 02:59:59
150078,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,398,388,02/12/2020 22:41:21,2,COM TUTOR,47,Exclusivo,N/A,N/A,16/04/2002 00:00:00,26/12/2021 02:59:59
150079,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau IV,0,98,53,02/12/2020 22:41:21,0,COM TUTOR,40,Exclusivo,20/01/2022 14:55:25,414,27/06/1988 00:00:00,14/01/2022 02:59:59
150080,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau II,4,185,551,02/12/2020 22:41:21,13,COM TUTOR,73,Exclusivo,20/01/2022 14:55:25,414,10/03/2003 00:00:00,14/01/2022 02:59:59
150081,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau IV,0,217,420,02/12/2020 22:41:21,0,COM TUTOR,55,Exclusivo,N/A,N/A,05/05/2000 00:00:00,26/12/2021 02:59:59
150082,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,14,12,02/12/2020 22:41:21,0,COM TUTOR,8,Exclusivo,N/A,N/A,07/02/2000 00:00:00,26/12/2021 02:59:59
150083,Extensivo ITA/IME 2021,FULL,Faixa Preta Grau III,33,1518,5702,02/12/2020 22:41:21,15,COM TUTOR,238,Exclusivo,20/01/2022 14:55:25,414,14/02/2000 00:00:00,26/12/2021 02:59:59
150084,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau V,0,574,3558,02/12/2020 22:41:21,3,COM TUTOR,214,Exclusivo,01/12/2021 14:41:12,364,12/04/2001 00:00:00,26/12/2021 02:59:59
150085,Extensivo ITA/IME 2021,FULL,Faixa Azul Grau III,7,369,2417,02/12/2020 22:41:21,9,COM TUTOR,168,Exclusivo,N/A,N/A,14/07/2000 00:00:00,26/12/2021 02:59:59
150086,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,0,0,02/12/2020 22:41:21,0,COM TUTOR,7,Exclusivo,N/A,N/A,29/06/1999 00:00:00,26/12/2021 02:59:59
150087,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau IV,0,178,500,02/12/2020 22:41:21,0,COM TUTOR,42,Exclusivo,N/A,N/A,22/05/2000 00:00:00,26/12/2021 02:59:59
150088,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau I,7,699,1643,02/12/2020 22:41:21,14,COM TUTOR,254,Exclusivo,20/01/2022 14:55:25,414,18/03/2002 00:00:00,26/12/2021 02:59:59
150089,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,16,0,02/12/2020 22:41:21,0,COM TUTOR,6,Exclusivo,N/A,N/A,02/06/2000 00:00:00,26/12/2021 02:59:59
150090,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau I,3,45,136,02/12/2020 22:41:21,4,COM TUTOR,34,Exclusivo,07/03/2022 15:00:00,460,13/10/2001 00:00:00,25/01/2023 02:59:59
150091,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,63,298,02/12/2020 22:41:21,1,COM TUTOR,21,Exclusivo,N/A,N/A,19/04/2002 00:00:00,26/12/2021 02:59:59
150092,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau IV,0,62,357,02/12/2020 22:41:21,0,COM TUTOR,39,Exclusivo,01/12/2021 14:41:12,364,15/07/2003 00:00:00,26/12/2021 02:59:59
150093,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,1,2,0,02/12/2020 22:41:21,1,COM TUTOR,6,Exclusivo,N/A,N/A,11/03/2003 00:00:00,26/12/2021 02:59:59
150094,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,348,292,02/12/2020 22:41:21,0,COM TUTOR,68,Exclusivo,N/A,N/A,06/01/2001 00:00:00,26/12/2021 02:59:59
150095,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,0,0,02/12/2020 22:41:21,0,COM TUTOR,1,Exclusivo,N/A,N/A,04/11/1999 00:00:00,26/12/2021 02:59:59
150096,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau V,0,735,1796,02/12/2020 22:41:21,1,COM TUTOR,72,Exclusivo,N/A,N/A,23/08/2001 00:00:00,26/12/2021 02:59:59
150097,Extensivo ITA/IME 2021,FULL,Faixa Preta Grau III,31,390,3269,02/12/2020 22:41:21,15,COM TUTOR,183,Exclusivo,N/A,N/A,10/03/1998 00:00:00,26/12/2021 02:59:59
150098,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,32,27,02/12/2020 22:41:21,0,COM TUTOR,5,Exclusivo,N/A,N/A,03/10/2001 00:00:00,26/12/2021 02:59:59
150099,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,0,0,02/12/2020 22:41:21,1,COM TUTOR,1,Exclusivo,N/A,N/A,26/06/2001 00:00:00,26/12/2021 02:59:59
150100,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,169,189,02/12/2020 22:41:21,1,COM TUTOR,39,Exclusivo,N/A,N/A,28/08/2001 00:00:00,26/12/2021 02:59:59
150101,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,1,83,02/12/2020 22:41:21,0,COM TUTOR,9,Exclusivo,N/A,N/A,31/10/2002 00:00:00,26/12/2021 02:59:59
150102,Extensivo ITA/IME 2021,FULL,Faixa Preta Grau III,39,1295,7121,02/12/2020 22:41:21,32,COM TUTOR,239,Exclusivo,20/01/2022 14:55:25,414,12/07/1999 00:00:00,26/12/2021 02:59:59
150103,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,23,0,02/12/2020 22:41:21,0,COM TUTOR,22,Exclusivo,N/A,N/A,28/03/2001 00:00:00,26/12/2021 02:59:59
150104,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau II,1,972,1562,02/12/2020 22:41:21,3,COM TUTOR,239,Exclusivo,23/02/2022 15:00:00,448,04/04/2004 00:00:00,26/12/2021 02:59:59
150105,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau V,0,63,361,02/12/2020 22:41:21,0,COM TUTOR,100,Exclusivo,N/A,N/A,19/02/1998 00:00:00,26/12/2021 02:59:59
150106,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,3,0,02/12/2020 22:41:21,0,COM TUTOR,2,Exclusivo,N/A,N/A,29/11/2001 00:00:00,26/12/2021 02:59:59
150107,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,0,0,02/12/2020 22:41:21,0,COM TUTOR,2,Exclusivo,N/A,N/A,29/03/2000 00:00:00,26/12/2021 02:59:59
150108,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,320,1027,02/12/2020 22:41:21,0,COM TUTOR,212,Exclusivo,N/A,N/A,14/11/1999 00:00:00,25/01/2023 02:59:59
150109,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau III,0,276,42,02/12/2020 22:41:21,3,COM TUTOR,116,Exclusivo,20/01/2022 14:55:25,414,18/01/2001 00:00:00,26/12/2021 02:59:59
150110,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,12,70,02/12/2020 22:41:21,0,COM TUTOR,32,Exclusivo,20/01/2022 14:55:25,414,16/03/2000 00:00:00,14/01/2022 02:59:59
150111,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,1,388,136,02/12/2020 22:41:21,2,COM TUTOR,93,Exclusivo,N/A,N/A,04/04/2002 00:00:00,26/12/2021 02:59:59
150112,Extensivo ITA/IME 2021,FULL,Faixa Azul Grau III,14,20,744,02/12/2020 22:41:21,6,COM TUTOR,65,Exclusivo,N/A,N/A,27/05/2002 00:00:00,26/12/2021 02:59:59
150113,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau V,0,72,412,02/12/2020 22:41:21,2,COM TUTOR,57,Exclusivo,N/A,N/A,05/05/1999 00:00:00,26/12/2021 02:59:59
150114,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau V,0,859,1366,02/12/2020 22:41:21,2,COM TUTOR,117,Exclusivo,20/01/2022 14:55:25,414,24/07/2001 00:00:00,14/01/2022 02:59:59
150115,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,1,95,130,02/12/2020 22:41:21,0,COM TUTOR,16,Exclusivo,N/A,N/A,25/11/2003 00:00:00,25/03/2021 02:59:59
150116,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,2,425,3178,02/12/2020 22:41:21,9,COM TUTOR,241,Exclusivo,N/A,N/A,01/05/2002 00:00:00,26/12/2021 02:59:59
150117,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau III,7,348,312,02/12/2020 22:41:21,1,COM TUTOR,60,Exclusivo,20/01/2022 14:55:25,414,18/10/1997 00:00:00,14/01/2022 02:59:59
150118,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau IV,0,145,459,02/12/2020 22:41:21,0,COM TUTOR,53,Exclusivo,N/A,N/A,07/08/2001 00:00:00,26/12/2021 02:59:59
150119,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,77,305,02/12/2020 22:41:21,1,COM TUTOR,33,Exclusivo,N/A,N/A,14/02/2002 00:00:00,26/12/2021 02:59:59
150120,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,44,34,02/12/2020 22:41:21,2,COM TUTOR,20,Exclusivo,N/A,N/A,02/04/2003 00:00:00,26/12/2021 02:59:59
150121,Extensivo ITA/IME 2021,FULL,Faixa Azul Grau II,24,1028,3159,02/12/2020 22:41:21,14,COM TUTOR,168,Exclusivo,N/A,N/A,13/04/2004 00:00:00,26/12/2021 02:59:59
150122,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau III,6,117,633,02/12/2020 22:41:21,1,COM TUTOR,72,Exclusivo,N/A,N/A,03/04/2002 00:00:00,26/12/2021 02:59:59
150123,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau III,12,1208,3212,02/12/2020 22:41:21,0,COM TUTOR,141,Exclusivo,N/A,N/A,07/09/2001 00:00:00,26/12/2021 02:59:59
150124,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau IV,4,155,819,02/12/2020 22:41:21,9,COM TUTOR,93,Exclusivo,N/A,N/A,27/03/2000 00:00:00,26/12/2021 02:59:59
150125,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau III,10,22,40,02/12/2020 22:41:21,1,COM TUTOR,19,Exclusivo,N/A,N/A,04/07/2003 00:00:00,26/12/2021 02:59:59
150126,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau III,0,8,15,02/12/2020 22:41:21,0,COM TUTOR,5,Exclusivo,N/A,N/A,08/10/2001 00:00:00,26/12/2021 02:59:59
150127,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,1,27,40,02/12/2020 22:41:21,0,COM TUTOR,17,Exclusivo,12/04/2022 15:00:00,496,30/04/2002 00:00:00,26/12/2021 02:59:59
150128,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,6,81,79,02/12/2020 22:41:21,5,COM TUTOR,49,Exclusivo,N/A,N/A,14/01/2003 00:00:00,26/12/2021 02:59:59
150129,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,3,448,719,02/12/2020 22:41:21,6,COM TUTOR,138,Exclusivo,20/01/2022 14:55:25,414,29/05/2003 00:00:00,14/01/2022 02:59:59
150130,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,83,56,02/12/2020 22:41:21,1,COM TUTOR,16,Exclusivo,N/A,N/A,13/08/2004 00:00:00,26/12/2021 02:59:59
150131,Extensivo ITA/IME 2021,FULL,Faixa Lilás Grau I,31,1258,2025,02/12/2020 22:41:21,9,COM TUTOR,134,Exclusivo,20/01/2022 14:55:25,414,30/12/2002 00:00:00,26/12/2021 02:59:59
150132,Extensivo ITA/IME 2021,FULL,Faixa Preta Grau III,29,2369,6433,02/12/2020 22:41:21,31,COM TUTOR,346,Exclusivo,20/01/2022 14:55:25,414,21/05/1999 00:00:00,14/01/2022 02:59:59
150133,Extensivo ITA/IME 2021,FULL,Faixa Preta Grau III,39,1374,7988,02/12/2020 22:41:21,17,COM TUTOR,264,Exclusivo,20/01/2022 14:55:25,414,08/07/2004 00:00:00,14/01/2022 02:59:59
150134,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,10,85,6,02/12/2020 22:41:21,0,COM TUTOR,35,Exclusivo,N/A,N/A,06/11/2002 00:00:00,26/12/2021 02:59:59
150135,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,3,51,60,02/12/2020 22:41:21,0,COM TUTOR,16,Exclusivo,20/01/2022 14:55:25,414,11/04/2004 00:00:00,26/12/2021 02:59:59
150136,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau IV,20,663,2842,02/12/2020 22:41:21,5,COM TUTOR,144,Exclusivo,31/05/2021 15:00:00,180,29/07/2002 00:00:00,26/12/2021 02:59:59
150137,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau II,2,49,196,02/12/2020 22:41:21,1,COM TUTOR,37,Exclusivo,N/A,N/A,20/12/2003 00:00:00,26/12/2021 02:59:59
150138,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,9,6,02/12/2020 22:41:21,0,COM TUTOR,4,Exclusivo,N/A,N/A,14/10/2002 00:00:00,26/12/2021 02:59:59
150139,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau IV,4,6,26,02/12/2020 22:41:21,0,COM TUTOR,21,Exclusivo,20/01/2022 14:55:25,414,30/08/2003 00:00:00,26/12/2021 02:59:59
150140,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau IV,0,33,47,02/12/2020 22:41:21,0,COM TUTOR,16,Exclusivo,20/01/2022 14:55:25,414,11/10/2001 00:00:00,14/01/2022 02:59:59
150141,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau V,0,329,1043,02/12/2020 22:41:21,1,COM TUTOR,72,Exclusivo,20/01/2022 14:55:25,414,08/05/2003 00:00:00,14/01/2022 02:59:59
150142,Extensivo ITA/IME 2021,FULL,Faixa Preta Grau II,25,2284,8285,02/12/2020 22:41:21,4,COM TUTOR,231,Exclusivo,01/12/2021 14:41:12,364,08/05/2002 00:00:00,26/12/2021 02:59:59
150143,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau II,3,263,784,02/12/2020 22:41:21,3,COM TUTOR,76,Exclusivo,08/03/2022 15:00:00,461,03/09/2003 00:00:00,25/01/2023 02:59:59
150144,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau III,0,810,80,02/12/2020 22:41:21,0,COM TUTOR,52,Exclusivo,N/A,N/A,21/07/2003 00:00:00,26/12/2021 02:59:59
150145,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,6,16,02/12/2020 22:41:21,0,COM TUTOR,6,Exclusivo,20/01/2022 14:55:25,414,06/08/2003 00:00:00,14/01/2022 02:59:59
150146,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,15,2,02/12/2020 22:41:21,1,COM TUTOR,6,Exclusivo,N/A,N/A,09/11/2000 00:00:00,26/12/2021 02:59:59
150147,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,50,326,1259,02/12/2020 22:41:21,31,COM TUTOR,193,Exclusivo,N/A,N/A,17/07/1999 00:00:00,26/12/2021 02:59:59
150148,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau I,8,567,1143,02/12/2020 22:41:21,0,COM TUTOR,159,Exclusivo,20/01/2022 14:55:25,414,19/06/2002 00:00:00,14/01/2022 02:59:59
150149,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau IV,0,52,104,02/12/2020 22:41:21,0,COM TUTOR,19,Exclusivo,20/01/2022 14:55:25,414,22/02/2000 00:00:00,26/12/2021 02:59:59
150150,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,0,0,02/12/2020 22:41:21,0,COM TUTOR,3,Exclusivo,N/A,N/A,25/01/2002 00:00:00,26/12/2021 02:59:59
150151,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau I,2,958,2123,02/12/2020 22:41:21,2,COM TUTOR,312,Exclusivo,20/01/2022 14:55:25,414,11/03/2001 00:00:00,14/01/2022 02:59:59
150152,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau III,23,2063,5408,02/12/2020 22:41:21,28,COM TUTOR,281,Exclusivo,20/01/2022 14:55:25,414,09/01/2003 00:00:00,25/01/2022 02:59:59
150153,Extensivo ITA/IME 2021,FULL,Faixa Azul Grau III,10,269,5094,02/12/2020 22:41:21,3,COM TUTOR,217,Exclusivo,01/12/2021 14:41:12,364,08/05/1999 00:00:00,26/12/2021 02:59:59
150154,Extensivo ITA/IME 2021,FULL,Faixa Azul Grau III,11,884,4317,02/12/2020 22:41:21,3,COM TUTOR,166,Exclusivo,01/12/2021 14:41:12,364,20/09/2001 00:00:00,26/12/2021 02:59:59
150155,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau III,0,13,5,02/12/2020 22:41:21,0,COM TUTOR,13,Exclusivo,20/01/2022 14:55:25,414,14/08/2000 00:00:00,14/01/2022 02:59:59
150156,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,1,0,02/12/2020 22:41:21,0,COM TUTOR,1,Exclusivo,N/A,N/A,01/10/2002 00:00:00,26/12/2021 02:59:59
150157,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau I,1,132,269,02/12/2020 22:41:21,0,COM TUTOR,76,Exclusivo,01/12/2021 14:41:12,364,27/05/2002 00:00:00,26/12/2021 02:59:59
150158,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau I,2,167,215,02/12/2020 22:41:21,1,COM TUTOR,79,Exclusivo,01/12/2021 14:41:12,364,18/03/2003 00:00:00,26/12/2021 02:59:59
150159,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,6,246,470,02/12/2020 22:41:21,0,COM TUTOR,91,Exclusivo,20/01/2022 14:55:25,414,17/05/2001 00:00:00,15/01/2022 02:59:59
150160,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,46,273,02/12/2020 22:41:21,0,COM TUTOR,40,Exclusivo,N/A,N/A,12/04/2002 00:00:00,26/12/2021 02:59:59
150161,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,62,28,02/12/2020 22:41:21,1,COM TUTOR,18,Exclusivo,N/A,N/A,02/12/2002 00:00:00,26/12/2021 02:59:59
150162,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau II,2,1340,3473,02/12/2020 22:41:21,25,COM TUTOR,229,Exclusivo,N/A,N/A,02/05/2002 00:00:00,02/02/2022 02:59:59
150163,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau V,0,131,405,02/12/2020 22:41:21,0,COM TUTOR,34,Exclusivo,N/A,N/A,06/10/2003 00:00:00,26/12/2021 02:59:59
150164,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau IV,0,99,205,02/12/2020 22:41:21,2,COM TUTOR,31,Exclusivo,20/01/2022 14:55:25,414,12/11/2002 00:00:00,26/12/2021 02:59:59
150165,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau I,1,280,527,02/12/2020 22:41:21,0,COM TUTOR,90,Exclusivo,01/12/2021 14:41:12,364,10/09/2000 00:00:00,26/12/2021 02:59:59
150166,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,280,3559,02/12/2020 22:41:21,10,COM TUTOR,212,Exclusivo,N/A,N/A,04/11/2001 00:00:00,26/12/2021 02:59:59
150167,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,1,0,02/12/2020 22:41:21,0,COM TUTOR,4,Exclusivo,N/A,N/A,12/06/2001 00:00:00,26/12/2021 02:59:59
150168,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau IV,1,368,168,02/12/2020 22:41:21,2,COM TUTOR,68,Exclusivo,20/01/2022 14:55:25,414,18/11/2001 00:00:00,14/01/2022 02:59:59
150169,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,23,18,02/12/2020 22:41:21,20,COM TUTOR,11,Exclusivo,N/A,N/A,01/07/2004 00:00:00,26/12/2021 02:59:59
150170,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau IV,0,126,339,02/12/2020 22:41:21,0,COM TUTOR,57,Exclusivo,N/A,N/A,12/01/1999 00:00:00,26/12/2021 02:59:59
150171,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,0,0,02/12/2020 22:41:21,0,COM TUTOR,2,Exclusivo,N/A,N/A,12/07/2001 00:00:00,26/12/2021 02:59:59
150172,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,0,0,02/12/2020 22:41:21,0,COM TUTOR,1,Exclusivo,N/A,N/A,28/03/2003 00:00:00,26/12/2021 02:59:59
150173,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,315,455,02/12/2020 22:41:21,1,COM TUTOR,70,Exclusivo,25/01/2022 13:36:43,419,07/01/2005 00:00:00,19/01/2022 02:59:59
150174,Extensivo ITA/IME 2021,FULL,Faixa Verde Grau III,32,2623,7377,02/12/2020 22:41:21,29,COM TUTOR,331,Exclusivo,20/01/2022 14:55:25,414,05/10/2004 00:00:00,14/01/2022 02:59:59
150175,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,1,25,174,02/12/2020 22:41:21,0,COM TUTOR,25,Exclusivo,20/01/2022 14:55:25,414,06/07/2001 00:00:00,14/01/2022 02:59:59
150176,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,24,42,02/12/2020 22:41:21,0,COM TUTOR,3,Exclusivo,N/A,N/A,14/02/2000 00:00:00,26/12/2021 02:59:59
150177,Extensivo ITA/IME 2021,FULL,Faixa Branca Grau I,0,7,29,02/12/2020 22:41:21,0,COM TUTOR,2,Exclusivo,N/A,N/A,03/11/2003 00:00:00,26/12/2021 02:59:59
150178,Extensivo Medicina 2021,FULL,Faixa Preta Grau III,27,789,2927,02/12/2020 22:43:02,8,COM TUTOR,231,Exclusivo,08/02/2022 19:10:50,433,14/01/1995 00:00:00,31/01/2022 02:59:59
150179,Extensivo Medicina 2021,FULL,Faixa Verde Grau III,4,231,775,02/12/2020 22:43:02,0,COM TUTOR,66,Exclusivo,01/02/2022 15:00:00,426,26/02/1996 00:00:00,31/01/2022 02:59:59
150180,Extensivo Medicina 2021,FULL,Faixa Lilás Grau I,62,239,3156,02/12/2020 22:43:02,15,COM TUTOR,195,Exclusivo,21/01/2022 15:15:59,415,19/05/1994 00:00:00,31/01/2022 02:59:59
150181,Extensivo Medicina 2021,FULL,Faixa Branca Grau I,1,3,1,02/12/2020 22:43:02,0,COM TUTOR,6,Exclusivo,N/A,N/A,09/05/1966 00:00:00,31/01/2022 02:59:59
150182,Extensivo Medicina 2021,FULL,Faixa Verde Grau II,3,312,914,02/12/2020 22:43:02,4,COM TUTOR,145,Exclusivo,07/02/2022 15:00:00,432,27/11/1998 00:00:00,31/01/2022 02:59:59
150183,Extensivo Medicina 2021,FULL,Faixa Branca Grau I,29,99,352,02/12/2020 22:43:02,15,COM TUTOR,152,Exclusivo,28/02/2022 15:00:00,453,20/03/1996 00:00:00,25/01/2023 02:59:59
150184,Extensivo Medicina 2021,FULL,Faixa Azul Grau III,17,436,1772,02/12/2020 22:43:02,14,COM TUTOR,226,Exclusivo,20/01/2022 14:55:25,414,30/03/1979 00:00:00,31/01/2022 02:59:59
150185,Extensivo Medicina 2021,FULL,Faixa Lilás Grau I,42,356,4274,02/12/2020 22:43:02,29,COM TUTOR,233,Exclusivo,26/01/2022 13:44:38,420,01/01/2001 00:00:00,31/01/2022 02:59:59
150186,Extensivo Medicina 2021,FULL,Faixa Azul Grau III,11,1752,5266,02/12/2020 22:43:02,7,COM TUTOR,227,Exclusivo,20/01/2022 14:55:25,414,16/06/1997 00:00:00,31/01/2022 02:59:59
150187,Extensivo Medicina 2021,FULL,Faixa Branca Grau I,0,36,39,02/12/2020 22:43:02,0,COM TUTOR,6,Exclusivo,N/A,N/A,08/08/2000 00:00:00,31/01/2022 02:59:59
150188,Extensivo Medicina 2021,FULL,Faixa Branca Grau I,0,128,223,02/12/2020 22:43:02,0,COM TUTOR,14,Exclusivo,14/04/2022 15:00:00,498,28/04/1997 00:00:00,31/01/2022 02:59:59
150189,Extensivo Medicina 2021,FULL,Faixa Branca Grau IV,0,165,404,02/12/2020 22:43:02,0,COM TUTOR,45,Exclusivo,20/01/2022 14:55:25,414,23/01/1984 00:00:00,31/01/2022 02:59:59
150190,Extensivo Medicina 2021,FULL,Faixa Branca Grau IV,2,221,711,02/12/2020 22:43:02,0,COM TUTOR,76,Exclusivo,N/A,N/A,20/05/2000 00:00:00,31/01/2022 02:59:59
